fam,geneA1_extracted,geneA2_extracted,geneB1_extracted,geneB2_extracted
Legume.fam3.02779,Glyma.08G366400,Glyma.18G295900,Glyma.13G045300,Glyma.19G049800
Legume.fam3.02784,Glyma.09G148400,Glyma.16G200100,Glyma.10G239900,Glyma.20G154700
Legume.fam3.02786,Glyma.19G024500,Glyma.13G062000,Glyma.09G235700,Glyma.18G261300
Legume.fam3.02788,Glyma.10G290500,Glyma.20G098700,Glyma.02G094600,Glyma.18G286800
Legume.fam3.02791,Glyma.09G178500,Glyma.07G100200,Glyma.05G243000,Glyma.08G050900
Legume.fam3.02792,Glyma.05G231000,Glyma.08G038500,Glyma.09G190800,Glyma.07G086100
Legume.fam3.02794,Glyma.08G033100,Glyma.05G226100,Glyma.01G007000,Glyma.07G124900
Legume.fam3.02796,Glyma.13G064000,Glyma.19G021100,Glyma.09G239400,Glyma.18G258400
Legume.fam3.02801,Glyma.13G144700,Glyma.10G057900,Glyma.03G182100,Glyma.19G182600
Legume.fam3.02802,Glyma.13G147800,Glyma.10G063200,Glyma.19G188200,Glyma.03G188000
Legume.fam3.02803,Glyma.03G189600,Glyma.19G190000,Glyma.13G149700,Glyma.10G064900
Legume.fam3.02806,Glyma.03G197200,Glyma.19G195200,Glyma.10G074500,Glyma.02G202200
Legume.fam3.02808,Glyma.02G197800,Glyma.10G079400,Glyma.19G198600,Glyma.03G201000
Legume.fam3.02815,Glyma.19G108400,Glyma.16G043800,Glyma.16G151300,Glyma.02G069800
Legume.fam3.02816,Glyma.02G066800,Glyma.16G147900,Glyma.16G047400,Glyma.19G104300
Legume.fam3.02817,Glyma.16G062800,Glyma.19G083100,Glyma.05G073200,Glyma.19G078200
Legume.fam3.02819,Glyma.05G004300,Glyma.19G004800,Glyma.19G063400,Glyma.16G071800
Legume.fam3.02820,Glyma.10G018400,Glyma.02G018000,Glyma.03G214700,Glyma.19G211300
Legume.fam3.02822,Glyma.03G226700,Glyma.19G223700,Glyma.20G089700,Glyma.10G141000
Legume.fam3.02824,Glyma.03G229300,Glyma.19G226600,Glyma.10G144800,Glyma.20G093900
Legume.fam3.02825,Glyma.19G236800,Glyma.03G239900,Glyma.20G231900,Glyma.10G156500
Legume.fam3.02826,Glyma.10G160000,Glyma.20G228500,Glyma.03G245200,Glyma.19G242600
Legume.fam3.02827,Glyma.19G243600,Glyma.03G246100,Glyma.20G224100,Glyma.10G161400
Legume.fam3.02831,Glyma.12G047400,Glyma.11G122500,Glyma.20G007900,Glyma.07G161900
Legume.fam3.02834,Glyma.05G022700,Glyma.17G076900,Glyma.06G201200,Glyma.04G164300
Legume.fam3.02835,Glyma.17G078600,Glyma.05G020700,Glyma.04G162200,Glyma.06G204000
Legume.fam3.02836,Glyma.17G081800,Glyma.05G018100,Glyma.06G206400,Glyma.04G158800
Legume.fam3.02841,Glyma.14G151300,Glyma.13G078000,Glyma.06G115300,Glyma.04G247400
Legume.fam3.02842,Glyma.04G254402,Glyma.06G107700,Glyma.13G085000,Glyma.14G166900
Legume.fam3.02849,Glyma.04G055700,Glyma.06G055800,Glyma.14G098900,Glyma.17G225800
Legume.fam3.02851,Glyma.17G232220,Glyma.14G090900,Glyma.06G050000,Glyma.04G048900
Legume.fam3.02862,Glyma.02G259800,Glyma.14G053900,Glyma.11G234800,Glyma.18G022200
Legume.fam3.02864,Glyma.06G008000,Glyma.04G008200,Glyma.12G037100,Glyma.11G110800
Legume.fam3.02868,Glyma.11G211970,Glyma.18G044100,Glyma.14G210500,Glyma.02G240900
Legume.fam3.02871,Glyma.12G032500,Glyma.11G107500,Glyma.06G003600,Glyma.04G004000
Legume.fam3.02872,Glyma.14G194900,Glyma.02G228000,Glyma.18G061200,Glyma.11G171300
Legume.fam3.02873,Glyma.12G023000,Glyma.11G096900,Glyma.11G096800,Glyma.12G022900
Legume.fam3.02874,Glyma.02G287900,Glyma.14G027000,Glyma.08G310600,Glyma.18G105400
Legume.fam3.02876,Glyma.04G241900,Glyma.06G121500,Glyma.14G119800,Glyma.13G037600
Legume.fam3.02880,Glyma.04G057200,Glyma.06G057700,Glyma.17G219600,Glyma.14G106500
Legume.fam3.02881,Glyma.14G082000,Glyma.17G243300,Glyma.06G038500,Glyma.04G037600
Legume.fam3.02882,Glyma.14G077600,Glyma.17G247900,Glyma.04G034600,Glyma.06G034600
Legume.fam3.02886,Glyma.14G009700,Glyma.02G304100,Glyma.18G068800,Glyma.08G335200
Legume.fam3.02887,Glyma.08G332100,Glyma.18G074800,Glyma.14G012000,Glyma.02G302200
Legume.fam3.02890,Glyma.06G318100,Glyma.04G120000,Glyma.12G006500,Glyma.09G229800
Legume.fam3.02892,Glyma.04G124200,Glyma.06G314400,Glyma.15G222400,Glyma.08G227000
Legume.fam3.02899,Glyma.15G086302,Glyma.13G225800,Glyma.05G162200,Glyma.08G119800
Legume.fam3.02902,Glyma.03G246000,Glyma.19G243500,Glyma.10G161200,Glyma.20G224000
Legume.fam3.02904,Glyma.19G254300,Glyma.03G256400,Glyma.07G057600,Glyma.16G026600
Legume.fam3.02905,Glyma.07G055300,Glyma.16G024000,Glyma.19G256400,Glyma.03G257900
Legume.fam3.02907,Glyma.16G008700,Glyma.07G039900,Glyma.03G264300,Glyma.19G263300
Legume.fam3.02909,Glyma.15G019800,Glyma.13G354400,Glyma.08G200800,Glyma.07G015300
Legume.fam3.02912,Glyma.03G109400,Glyma.07G116000,Glyma.09G243900,Glyma.18G249600
Legume.fam3.02915,Glyma.09G262900,Glyma.18G229300,Glyma.03G014600,Glyma.07G074700
Legume.fam3.02918,Glyma.16G029900,Glyma.07G061300,Glyma.19G252300,Glyma.03G254600
Legume.fam3.02922,Glyma.18G206400,Glyma.07G156000,Glyma.03G049300,Glyma.01G125200
Legume.fam3.02928,Glyma.06G188600,Glyma.04G176500,Glyma.17G095633,Glyma.05G031300
Legume.fam3.02929,Glyma.05G036600,Glyma.17G090600,Glyma.06G183500,Glyma.04G182700
Legume.fam3.02931,Glyma.04G184200,Glyma.06G181800,Glyma.17G088600,Glyma.05G038500
Legume.fam3.02934,Glyma.06G174600,Glyma.04G191200,Glyma.17G126600,Glyma.05G044100
Legume.fam3.02940,Glyma.06G159900,Glyma.04G205600,Glyma.08G005000,Glyma.05G197600
Legume.fam3.02941,Glyma.04G214700,Glyma.06G151400,Glyma.08G147600,Glyma.05G190000
Legume.fam3.02944,Glyma.15G198500,Glyma.09G091800,Glyma.13G164000,Glyma.17G106900
Legume.fam3.02946,Glyma.17G062300,Glyma.13G097300,Glyma.15G161200,Glyma.09G055400
Legume.fam3.02949,Glyma.15G173500,Glyma.09G068000,Glyma.13G108400,Glyma.17G051000
Legume.fam3.02950,Glyma.09G064200,Glyma.15G170500,Glyma.17G054000,Glyma.13G105400
Legume.fam3.02953,Glyma.15G143100,Glyma.09G038000,Glyma.17G032300,Glyma.07G241600
Legume.fam3.02957,Glyma.15G181800,Glyma.09G073050,Glyma.17G046700,Glyma.13G113000
Legume.fam3.02963,Glyma.12G117500,Glyma.06G289500,Glyma.13G294600,Glyma.12G206300
Legume.fam3.02968,Glyma.02G048300,Glyma.16G128600,Glyma.11G077300,Glyma.01G166100
Legume.fam3.02969,Glyma.01G167900,Glyma.11G075400,Glyma.02G050100,Glyma.16G130200
Legume.fam3.02972,Glyma.11G053300,Glyma.01G188900,Glyma.05G091100,Glyma.17G169700
Legume.fam3.02974,Glyma.05G108200,Glyma.17G158900,Glyma.11G045900,Glyma.01G195800
Legume.fam3.02975,Glyma.01G196800,Glyma.11G044800,Glyma.05G109600,Glyma.17G157400
Legume.fam3.02976,Glyma.12G198400,Glyma.13G303700,Glyma.12G103800,Glyma.06G300900
Legume.fam3.02978,Glyma.05G056800,Glyma.17G139200,Glyma.11G031400,Glyma.01G210600
Legume.fam3.02983,Glyma.08G014600,Glyma.05G207900,Glyma.11G023400,Glyma.01G220300
Legume.fam3.02985,Glyma.05G214300,Glyma.08G020800,Glyma.01G224000,Glyma.11G019100
Legume.fam3.02989,Glyma.12G090100,Glyma.11G182500,Glyma.13G315900,Glyma.12G185600
Legume.fam3.02990,Glyma.10G204300,Glyma.20G186400,Glyma.01G086800,Glyma.02G099100
Legume.fam3.02992,Glyma.07G169500,Glyma.02G084900,Glyma.08G045700,Glyma.05G238600
Legume.fam3.02995,Glyma.12G070300,Glyma.11G155677,Glyma.13G327500,Glyma.12G171700
Legume.fam3.03000,Glyma.01G084200,Glyma.02G097900,Glyma.20G113600,Glyma.10G276100
Legume.fam3.03002,Glyma.16G179600,Glyma.09G133000,Glyma.10G231500,Glyma.20G162300
Legume.fam3.03004,Glyma.07G174000,Glyma.20G012700,Glyma.08G094200,Glyma.05G139000
Legume.fam3.03005,Glyma.05G138800,Glyma.08G094000,Glyma.20G012400,Glyma.07G174600
Legume.fam3.03006,Glyma.08G093900,Glyma.05G138700,Glyma.20G012300,Glyma.07G174800
Legume.fam3.03007,Glyma.13G215200,Glyma.15G098000,Glyma.17G022800,Glyma.07G251700
Legume.fam3.03009,Glyma.09G008200,Glyma.15G112600,Glyma.07G264100,Glyma.17G009900
Legume.fam3.03011,Glyma.15G186400,Glyma.09G079900,Glyma.13G116700,Glyma.17G043200
Legume.fam3.03012,Glyma.05G173500,Glyma.08G130800,Glyma.18G013100,Glyma.11G244000
Legume.fam3.03013,Glyma.08G156400,Glyma.05G191200,Glyma.04G213400,Glyma.06G152800
Legume.fam3.03014,Glyma.06G181400,Glyma.04G184500,Glyma.05G038700,Glyma.17G088300
Legume.fam3.03017,Glyma.15G029100,Glyma.13G345200,Glyma.12G051200,Glyma.11G126600
Legume.fam3.03025,Glyma.17G046200,Glyma.13G113500,Glyma.09G073300,Glyma.15G182300
Legume.fam3.03028,Glyma.15G135600,Glyma.09G029800,Glyma.05G123600,Glyma.08G078700
Legume.fam3.03035,Glyma.15G269700,Glyma.08G149700,Glyma.09G000500,Glyma.12G240400
Legume.fam3.03037,Glyma.09G273500,Glyma.18G215600,Glyma.03G002100,Glyma.16G220300
Legume.fam3.03044,Glyma.07G263600,Glyma.17G010200,Glyma.15G111900,Glyma.09G007500
Legume.fam3.03048,Glyma.16G219100,Glyma.09G169500,Glyma.08G057200,Glyma.05G248500
Legume.fam3.03049,Glyma.07G107500,Glyma.09G170200,Glyma.05G248300,Glyma.08G056800
Legume.fam3.03050,Glyma.09G184600,Glyma.07G091400,Glyma.08G041100,Glyma.05G233700
Legume.fam3.03051,Glyma.07G085100,Glyma.09G191800,Glyma.08G037700,Glyma.05G230200
Legume.fam3.03052,Glyma.10G029700,Glyma.02G144400,Glyma.19G159600,Glyma.03G157432
Legume.fam3.03053,Glyma.10G032000,Glyma.02G142300,Glyma.03G158900,Glyma.19G161300
Legume.fam3.03054,Glyma.13G122200,Glyma.10G035800,Glyma.19G163500,Glyma.03G162100
Legume.fam3.03057,Glyma.03G166400,Glyma.19G167500,Glyma.10G039700,Glyma.13G126200
Legume.fam3.03063,Glyma.19G181200,Glyma.03G180600,Glyma.13G139500,Glyma.10G052500
Legume.fam3.03064,Glyma.19G182400,Glyma.03G181900,Glyma.13G144800,Glyma.10G058000
Legume.fam3.03066,Glyma.10G063700,Glyma.13G148200,Glyma.03G188500,Glyma.19G188700
Legume.fam3.03069,Glyma.10G087500,Glyma.02G166800,Glyma.19G202900,Glyma.03G205400
Legume.fam3.03072,Glyma.19G145300,Glyma.03G142400,Glyma.02G176800,Glyma.10G092100
Legume.fam3.03078,Glyma.19G110600,Glyma.16G041800,Glyma.16G152900,Glyma.02G071700
Legume.fam3.03079,Glyma.19G110200,Glyma.16G042300,Glyma.16G152700,Glyma.02G071500
Legume.fam3.03082,Glyma.01G244600,Glyma.11G000600,Glyma.20G012900,Glyma.07G215900
Legume.fam3.03084,Glyma.02G015500,Glyma.10G016000,Glyma.03G217000,Glyma.19G213600
Legume.fam3.03086,Glyma.10G140500,Glyma.20G089300,Glyma.19G223200,Glyma.03G226200
Legume.fam3.03088,Glyma.03G236600,Glyma.19G234500,Glyma.20G235100,Glyma.10G153200
Legume.fam3.03092,Glyma.06G206600,Glyma.04G158600,Glyma.17G082000,Glyma.05G017900
Legume.fam3.03094,Glyma.17G123500,Glyma.05G015000,Glyma.06G209100,Glyma.04G145100
Legume.fam3.03099,Glyma.14G120300,Glyma.13G037900,Glyma.04G241400,Glyma.06G122200
Legume.fam3.03102,Glyma.04G250100,Glyma.06G112700,Glyma.13G080500,Glyma.14G148800
Legume.fam3.03103,Glyma.04G251300,Glyma.06G111400,Glyma.14G147800,Glyma.13G081400
Legume.fam3.03104,Glyma.04G251400,Glyma.06G111300,Glyma.14G147500,Glyma.13G081600
Legume.fam3.03106,Glyma.13G084500,Glyma.14G166200,Glyma.06G108400,Glyma.04G253900
Legume.fam3.03108,Glyma.14G185600,Glyma.02G218200,Glyma.04G089851,Glyma.06G091651
Legume.fam3.03112,Glyma.14G102500,Glyma.17G223000,Glyma.06G061400,Glyma.04G060800
Legume.fam3.03113,Glyma.17G227100,Glyma.14G097400,Glyma.04G052700,Glyma.06G053100
Legume.fam3.03117,Glyma.17G235100,Glyma.14G089009,Glyma.06G046300,Glyma.04G045600
Legume.fam3.03118,Glyma.14G083700,Glyma.17G241300,Glyma.06G040900,Glyma.04G039600
Legume.fam3.03120,Glyma.06G126400,Glyma.04G237600,Glyma.13G042000,Glyma.14G161200
Legume.fam3.03123,Glyma.18G021200,Glyma.11G235700,Glyma.02G259200,Glyma.14G053500
Legume.fam3.03124,Glyma.18G023500,Glyma.11G233500,Glyma.14G055900,Glyma.02G261400
Legume.fam3.03127,Glyma.11G213700,Glyma.18G043000,Glyma.14G211900,Glyma.02G242100
Legume.fam3.03130,Glyma.02G302300,Glyma.14G011900,Glyma.08G332200,Glyma.18G074700
Legume.fam3.03138,Glyma.08G305100,Glyma.18G113300,Glyma.02G283000,Glyma.14G031400
Legume.fam3.03140,Glyma.20G051100,Glyma.13G076600,Glyma.14G041800,Glyma.02G274300
Legume.fam3.03141,Glyma.14G056800,Glyma.02G262500,Glyma.11G232600,Glyma.18G024600
Legume.fam3.03143,Glyma.14G188500,Glyma.02G221000,Glyma.04G225900,Glyma.06G138900
Legume.fam3.03148,Glyma.18G097000,Glyma.08G315900,Glyma.14G023900,Glyma.02G290800
Legume.fam3.03149,Glyma.09G017500,Glyma.15G123200,Glyma.17G003700,Glyma.07G270200
Legume.fam3.03151,Glyma.05G119300,Glyma.08G074300,Glyma.08G180500,Glyma.15G051900
Legume.fam3.03153,Glyma.08G059900,Glyma.07G189300,Glyma.13G247200,Glyma.15G066800
Legume.fam3.03156,Glyma.15G083600,Glyma.13G228900,Glyma.05G158900,Glyma.08G116700
Legume.fam3.03159,Glyma.05G160100,Glyma.08G117700,Glyma.15G085300,Glyma.13G227132
Legume.fam3.03160,Glyma.19G030400,Glyma.13G056200,Glyma.08G246100,Glyma.18G267000
Legume.fam3.03165,Glyma.13G198600,Glyma.15G236900,Glyma.11G154100,Glyma.04G141600
Legume.fam3.03170,Glyma.03G155700,Glyma.19G157800,Glyma.10G027800,Glyma.02G146200
Legume.fam3.03173,Glyma.07G073000,Glyma.03G013300,Glyma.18G230600,Glyma.09G261600
Legume.fam3.03174,Glyma.19G260900,Glyma.03G261800,Glyma.16G017400,Glyma.07G048500
Legume.fam3.03178,Glyma.13G370000,Glyma.15G003400,Glyma.07G023500,Glyma.08G218400
Legume.fam3.03179,Glyma.03G073712,Glyma.01G106500,Glyma.07G141000,Glyma.18G191000
Legume.fam3.03180,Glyma.07G078800,Glyma.03G017500,Glyma.18G227700,Glyma.09G264300
Legume.fam3.03182,Glyma.08G207600,Glyma.07G034500,Glyma.13G360500,Glyma.15G013400
Legume.fam3.03189,Glyma.06G190800,Glyma.04G173500,Glyma.17G097900,Glyma.05G029000
Legume.fam3.03190,Glyma.04G177300,Glyma.06G187600,Glyma.17G094400,Glyma.05G032200
Legume.fam3.03191,Glyma.12G226500,Glyma.13G274300,Glyma.12G161700,Glyma.06G236000
Legume.fam3.03192,Glyma.06G186800,Glyma.04G178300,Glyma.17G093600,Glyma.05G033400
Legume.fam3.03193,Glyma.06G238400,Glyma.12G163053,Glyma.13G274700,Glyma.12G226200
Legume.fam3.03194,Glyma.06G238100,Glyma.12G162999,Glyma.12G226000,Glyma.13G274900
Legume.fam3.03196,Glyma.06G172200,Glyma.04G193900,Glyma.05G045800,Glyma.17G127900
Legume.fam3.03200,Glyma.06G158700,Glyma.04G206800,Glyma.08G004100,Glyma.05G196300
Legume.fam3.03206,Glyma.18G009500,Glyma.11G247700,Glyma.05G145200,Glyma.08G101800
Legume.fam3.03214,Glyma.06G276800,Glyma.12G128800,Glyma.13G290300,Glyma.12G211300
Legume.fam3.03217,Glyma.15G105500,Glyma.13G207100,Glyma.07G258100,Glyma.17G015900
Legume.fam3.03218,Glyma.13G211800,Glyma.15G100900,Glyma.07G253900,Glyma.17G020400
Legume.fam3.03219,Glyma.05G149200,Glyma.08G105800,Glyma.18G004200,Glyma.11G252700
Legume.fam3.03220,Glyma.08G107700,Glyma.05G150800,Glyma.18G003000,Glyma.11G254000
Legume.fam3.03224,Glyma.06G295200,Glyma.12G110600,Glyma.13G298500,Glyma.12G203200
Legume.fam3.03228,Glyma.01G180800,Glyma.11G061300,Glyma.02G061100,Glyma.16G143600
Legume.fam3.03229,Glyma.02G061400,Glyma.16G143800,Glyma.01G181102,Glyma.11G061200
Legume.fam3.03230,Glyma.11G053200,Glyma.01G189000,Glyma.05G085700,Glyma.17G169200
Legume.fam3.03231,Glyma.05G096500,Glyma.17G168900,Glyma.01G189100,Glyma.11G053100
Legume.fam3.03232,Glyma.05G108600,Glyma.17G158300,Glyma.01G195900,Glyma.11G045800
Legume.fam3.03235,Glyma.01G199600,Glyma.11G042300,Glyma.17G153800,Glyma.05G113400
Legume.fam3.03240,Glyma.08G271100,Glyma.01G095600,Glyma.09G205600,Glyma.01G017300
Legume.fam3.03244,Glyma.08G284300,Glyma.18G141200,Glyma.02G036900,Glyma.01G028300
Legume.fam3.03247,Glyma.02G035000,Glyma.01G030500,Glyma.18G138400,Glyma.08G286700
Legume.fam3.03248,Glyma.13G312800,Glyma.12G188900,Glyma.12G095000,Glyma.11G178046
Legume.fam3.03250,Glyma.13G312900,Glyma.12G188800,Glyma.12G094800,Glyma.11G178673
Legume.fam3.03251,Glyma.13G314000,Glyma.12G187500,Glyma.12G093200,Glyma.11G180300
Legume.fam3.03252,Glyma.07G226100,Glyma.20G026000,Glyma.02G115600,Glyma.01G057500
Legume.fam3.03254,Glyma.12G184700,Glyma.13G316600,Glyma.11G183400,Glyma.12G089100
Legume.fam3.03262,Glyma.12G068300,Glyma.11G147400,Glyma.13G326800,Glyma.12G173500
Legume.fam3.03267,Glyma.18G120400,Glyma.08G299900,Glyma.01G046000,Glyma.02G106300
Legume.fam3.03270,Glyma.09G203500,Glyma.01G019200,Glyma.01G097400,Glyma.08G273100
Legume.fam3.03271,Glyma.09G198400,Glyma.16G116500,Glyma.11G085750,Glyma.01G158900
Legume.fam3.03275,Glyma.11G003800,Glyma.01G239900,Glyma.20G142700,Glyma.10G251000
Legume.fam3.03276,Glyma.09G045200,Glyma.15G147400,Glyma.07G248100,Glyma.17G026000
Legume.fam3.03278,Glyma.05G047600,Glyma.17G129500,Glyma.06G170800,Glyma.04G195200
Legume.fam3.03283,Glyma.11G131000,Glyma.12G055300,Glyma.15G032400,Glyma.13G341900
Legume.fam3.03288,Glyma.11G190000,Glyma.12G084300,Glyma.12G180700,Glyma.13G320100
Legume.fam3.03289,Glyma.05G220900,Glyma.08G027400,Glyma.07G130700,Glyma.01G001800
Legume.fam3.03290,Glyma.06G284000,Glyma.12G122100,Glyma.13G292200,Glyma.12G209100
Legume.fam3.03298,Glyma.11G074300,Glyma.01G169100,Glyma.02G050700,Glyma.16G131000
Legume.fam3.03299,Glyma.20G155100,Glyma.10G239400,Glyma.09G147200,Glyma.16G199000
Legume.fam3.03305,Glyma.15G033400,Glyma.13G341000,Glyma.12G056500,Glyma.11G132000
Legume.fam3.03307,Glyma.08G124400,Glyma.05G166400,Glyma.09G023600,Glyma.15G129700
Legume.fam3.03311,Glyma.18G211300,Glyma.09G277500,Glyma.01G131200,Glyma.03G037600
Legume.fam3.03312,Glyma.09G272800,Glyma.18G216300,Glyma.16G220600,Glyma.03G001700
Legume.fam3.03315,Glyma.15G012800,Glyma.13G361100,Glyma.07G034200,Glyma.08G207900
Legume.fam3.03317,Glyma.09G132200,Glyma.16G179100,Glyma.10G231200,Glyma.20G162600
Legume.fam3.03319,Glyma.02G073900,Glyma.16G155300,Glyma.20G180100,Glyma.10G210500
Legume.fam3.03331,Glyma.19G162600,Glyma.03G160900,Glyma.13G121000,Glyma.10G034700
Legume.fam3.03333,Glyma.13G131500,Glyma.10G043800,Glyma.03G172000,Glyma.19G172900
Legume.fam3.03335,Glyma.03G181100,Glyma.19G181800,Glyma.13G140200,Glyma.10G053200
Legume.fam3.03336,Glyma.10G054700,Glyma.13G141900,Glyma.03G183900,Glyma.19G184500
Legume.fam3.03340,Glyma.03G138200,Glyma.19G141200,Glyma.02G182400,Glyma.10G100800
Legume.fam3.03344,Glyma.19G106400,Glyma.16G045300,Glyma.16G149600,Glyma.02G068100
Legume.fam3.03352,Glyma.03G233300,Glyma.19G230200,Glyma.10G149600,Glyma.20G238700
Legume.fam3.03357,Glyma.01G152100,Glyma.09G217300,Glyma.16G076100,Glyma.16G107900
Legume.fam3.03366,Glyma.14G119100,Glyma.13G037100,Glyma.06G121300,Glyma.04G242100
Legume.fam3.03369,Glyma.14G150900,Glyma.13G078500,Glyma.04G249600,Glyma.06G113300
Legume.fam3.03371,Glyma.04G098500,Glyma.06G100100,Glyma.02G209600,Glyma.14G177700
Legume.fam3.03372,Glyma.02G212200,Glyma.14G179900,Glyma.04G092900,Glyma.06G094700
Legume.fam3.03377,Glyma.14G116100,Glyma.17G211600,Glyma.06G067500,Glyma.04G066100
Legume.fam3.03379,Glyma.04G064600,Glyma.06G065900,Glyma.14G113400,Glyma.17G213700
Legume.fam3.03380,Glyma.04G045900,Glyma.06G046700,Glyma.14G089015,Glyma.17G234900
Legume.fam3.03381,Glyma.06G042900,Glyma.04G042000,Glyma.14G086200,Glyma.17G238400
Legume.fam3.03382,Glyma.04G040700,Glyma.06G041700,Glyma.14G084500,Glyma.17G240400
Legume.fam3.03383,Glyma.04G039400,Glyma.06G040600,Glyma.14G083300,Glyma.17G241800
Legume.fam3.03390,Glyma.02G254200,Glyma.14G062200,Glyma.18G030300,Glyma.11G227200
Legume.fam3.03391,Glyma.09G139200,Glyma.16G189500,Glyma.20G158200,Glyma.10G236300
Legume.fam3.03399,Glyma.11G173700,Glyma.18G061700,Glyma.14G194600,Glyma.02G227700
Legume.fam3.03400,Glyma.11G016100,Glyma.01G226600,Glyma.12G022100,Glyma.11G096000
Legume.fam3.03403,Glyma.14G033400,Glyma.02G281200,Glyma.08G303000,Glyma.18G116700
Legume.fam3.03404,Glyma.18G116300,Glyma.08G303800,Glyma.14G032300,Glyma.02G282000
Legume.fam3.03407,Glyma.14G157400,Glyma.13G035600,Glyma.06G119102,Glyma.04G244200
Legume.fam3.03408,Glyma.13G034100,Glyma.14G155100,Glyma.04G245500,Glyma.06G117600
Legume.fam3.03412,Glyma.14G128800,Glyma.17G204900,Glyma.06G072900,Glyma.04G071600
Legume.fam3.03413,Glyma.11G092700,Glyma.12G019000,Glyma.01G229500,Glyma.11G012300
Legume.fam3.03414,Glyma.14G105800,Glyma.17G220600,Glyma.04G058200,Glyma.06G058900
Legume.fam3.03417,Glyma.11G162500,Glyma.18G055800,Glyma.02G233300,Glyma.14G201300
Legume.fam3.03418,Glyma.04G021200,Glyma.06G021400,Glyma.14G221800,Glyma.17G260700
Legume.fam3.03421,Glyma.09G018400,Glyma.15G124400,Glyma.17G003500,Glyma.07G270500
Legume.fam3.03424,Glyma.09G253700,Glyma.18G239200,Glyma.07G062500,Glyma.16G030600
Legume.fam3.03430,Glyma.13G246800,Glyma.15G067100,Glyma.08G059800,Glyma.07G189400
Legume.fam3.03431,Glyma.08G060500,Glyma.07G188800,Glyma.15G065200,Glyma.13G248800
Legume.fam3.03433,Glyma.07G192100,Glyma.13G184300,Glyma.13G244300,Glyma.15G069400
Legume.fam3.03435,Glyma.13G172900,Glyma.07G202700,Glyma.10G068900,Glyma.13G152236
Legume.fam3.03437,Glyma.08G097900,Glyma.05G142000,Glyma.15G092500,Glyma.13G219900
Legume.fam3.03441,Glyma.19G074900,Glyma.05G075800,Glyma.19G087800,Glyma.16G059700
Legume.fam3.03443,Glyma.19G198400,Glyma.03G200800,Glyma.02G198300,Glyma.10G078500
Legume.fam3.03448,Glyma.07G066800,Glyma.16G032900,Glyma.18G236800,Glyma.09G256000
Legume.fam3.03449,Glyma.12G239500,Glyma.09G003500,Glyma.08G152100,Glyma.15G271500
Legume.fam3.03451,Glyma.08G204700,Glyma.07G019500,Glyma.13G357100,Glyma.15G016500
Legume.fam3.03454,Glyma.08G222300,Glyma.07G004200,Glyma.13G372300,Glyma.15G001400
Legume.fam3.03455,Glyma.01G142300,Glyma.03G025500,Glyma.09G269800,Glyma.18G220400
Legume.fam3.03459,Glyma.18G187300,Glyma.07G136800,Glyma.01G102300,Glyma.03G067200
Legume.fam3.03467,Glyma.18G185600,Glyma.07G135700,Glyma.01G101100,Glyma.03G067800
Legume.fam3.03468,Glyma.04G173100,Glyma.06G191200,Glyma.17G098200,Glyma.05G028600
Legume.fam3.03469,Glyma.05G030700,Glyma.17G096100,Glyma.06G189900,Glyma.04G174800
Legume.fam3.03471,Glyma.04G202700,Glyma.06G162800,Glyma.05G199500,Glyma.08G007000
Legume.fam3.03474,Glyma.13G280000,Glyma.12G221400,Glyma.06G249100,Glyma.12G148900
Legume.fam3.03475,Glyma.06G146100,Glyma.04G219700,Glyma.05G183400,Glyma.08G141200
Legume.fam3.03476,Glyma.05G179700,Glyma.08G137300,Glyma.11G239600,Glyma.18G017800
Legume.fam3.03480,Glyma.05G011500,Glyma.17G119600,Glyma.06G213400,Glyma.04G151000
Legume.fam3.03485,Glyma.15G182800,Glyma.09G073700,Glyma.17G045400,Glyma.13G114600
Legume.fam3.03492,Glyma.13G214700,Glyma.15G098400,Glyma.17G022400,Glyma.07G252000
Legume.fam3.03495,Glyma.05G149700,Glyma.08G106400,Glyma.11G253200,Glyma.18G003800
Legume.fam3.03498,Glyma.13G298600,Glyma.12G203100,Glyma.12G110400,Glyma.06G295300
Legume.fam3.03506,Glyma.11G030200,Glyma.01G211500,Glyma.05G051700,Glyma.17G133800
Legume.fam3.03514,Glyma.02G019700,Glyma.01G043800,Glyma.08G297500,Glyma.18G124200
Legume.fam3.03515,Glyma.01G053600,Glyma.02G111900,Glyma.07G227600,Glyma.20G028400
Legume.fam3.03519,Glyma.01G091100,Glyma.02G130600,Glyma.10G205600,Glyma.20G184900
Legume.fam3.03529,Glyma.15G028300,Glyma.13G346000,Glyma.11G125700,Glyma.12G050300
Legume.fam3.03532,Glyma.01G035000,Glyma.02G031000,Glyma.08G290600,Glyma.18G133500
Legume.fam3.03533,Glyma.08G289200,Glyma.18G135300,Glyma.01G032200,Glyma.02G033200
Legume.fam3.03536,Glyma.01G158300,Glyma.11G086400,Glyma.09G197900,Glyma.16G111400
Legume.fam3.03541,Glyma.15G112700,Glyma.09G008400,Glyma.07G264200,Glyma.17G009800
Legume.fam3.03543,Glyma.08G133100,Glyma.05G175800,Glyma.11G242100,Glyma.18G015000
Legume.fam3.03544,Glyma.05G178900,Glyma.08G136400,Glyma.18G017600,Glyma.11G239800
Legume.fam3.03546,Glyma.05G025900,Glyma.17G101000,Glyma.06G194800,Glyma.04G168300
